PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu,BuildingAge,AvgFloorArea,GFATotal_per_Building,PrimaryPropertyType_grouped,log_PropertyGFATotal,log_LargestPropertyUseTypeGFA,log_AvgFloorArea
25821,25821,2.0,1.0,1925,Self-Storage Facility,25821.0,98134.0,GREATER DUWAMISH,47.58168,-122.33369,67.0,0.9001613499442714,12.253431801056868,91,12910.5,25821.0,Self-Storage Facility,10.158982120734663,10.158982120734663,9.465873666092044
21870,21870,2.0,1.0,1955,Refrigerated Warehouse,21870.0,98134.0,GREATER DUWAMISH,47.58217,-122.33263,45.0,2.138889000323256,13.887227665348682,61,10935.0,21870.0,Other,9.992916837362552,9.992916837362552,9.299815378403785
51664,51664,1.0,3.0,1988,Warehouse,51664.0,98134.0,GREATER DUWAMISH,47.58069,-122.3325,67.0,4.216119619148022,15.076266568248483,28,51664.0,17221.333333333332,Warehouse,10.852535848648456,10.852535848648456,10.852535848648456
43615,43615,1.0,1.0,1970,Medical Office,43615.0,98126.0,DELRIDGE,47.53419,-122.36624,89.0,4.67609452432479,14.957772998143833,46,43615.0,43615.0,Medical Office,10.68317933449626,10.68317933449626,10.68317933449626
36879,36879,3.0,1.0,1970,Small- and Mid-Sized Office,16855.0,98126.0,DELRIDGE,47.53419,-122.36624,26.0,2.194999882314108,13.95027612618069,46,12293.0,36879.0,Small- and Mid-Sized Office,10.51542467767053,9.732461955484025,9.416866617466955
36600,36600,2.0,1.0,1982,Warehouse,43556.0,98106.0,DELRIDGE,47.53846,-122.36175,80.0,1.1474024528375415,12.639157480647944,34,18300.0,36600.0,Warehouse,10.50783084142058,10.681825704151798,9.814710982145282
43473,43473,3.0,1.0,2000,Small- and Mid-Sized Office,43473.0,98134.0,GREATER DUWAMISH,47.55658,-122.33322,3.0,3.459151774922711,15.300951027751683,16,14491.0,43473.0,Small- and Mid-Sized Office,10.679918337232811,10.679918337232811,9.581352052014967
40265,40265,1.0,1.0,1990,Retail Store,40793.0,98126.0,DELRIDGE,47.52254,-122.36627,19.0,3.5967641652061304,15.134696364905736,26,40265.0,40265.0,Retail Store,10.603262719386294,10.616290290754515,10.603262719386294
26208,26208,1.0,1.0,2005,Retail Store,32427.0,98126.0,DELRIDGE,47.52254,-122.36627,79.0,3.653511310276145,14.291052105842736,11,26208.0,26208.0,Retail Store,10.17385814221302,10.386777526107597,10.17385814221302
32250,32250,5.0,1.0,1910,Small- and Mid-Sized Office,32250.0,98104.0,DOWNTOWN,47.59657,-122.33394,92.0,2.5209170873110334,13.58740895454796,106,6450.0,32250.0,Small- and Mid-Sized Office,10.381304329495126,10.381304329495126,8.771990436532242
51000,51000,1.0,1.0,1953,Retail Store,51000.0,98103.0,NORTHWEST,47.69061,-122.35731,95.0,2.719319793360441,14.076366666505356,63,51000.0,51000.0,Retail Store,10.839600519357369,10.839600519357369,10.839600519357369
20150,20150,2.0,1.0,1920,Small- and Mid-Sized Office,20150.0,98134.0,GREATER DUWAMISH,47.59508,-122.33378,80.0,1.6134299337036375,13.264166929926644,96,10075.0,20150.0,Small- and Mid-Sized Office,9.911009193934975,9.911009193934975,9.2179116374725
36000,36000,7.0,1.0,1909,Small- and Mid-Sized Office,31500.0,98104.0,DOWNTOWN,47.59639,-122.33368,40.0,2.543961412569315,14.335765114302731,107,5142.857142857143,36000.0,Small- and Mid-Sized Office,10.491301994830229,10.357774570341576,8.545558493925508
22580,22580,1.0,1.0,1927,Small- and Mid-Sized Office,22580.0,98134.0,GREATER DUWAMISH,47.58686,-122.33469,90.0,2.365559892155434,13.74141814338184,89,22580.0,22580.0,Small- and Mid-Sized Office,10.024864123702642,10.024864123702642,10.024864123702642
20000,20000,1.0,1.0,1926,Warehouse,20000.0,98122.0,CENTRAL,47.60192,-122.31641,18.0,3.541538866215227,13.519163216946316,90,20000.0,20000.0,Warehouse,9.90353755128617,9.90353755128617,9.90353755128617
244500,244500,6.0,1.0,2009,Senior Care Community,244500.0,98133.0,NORTH,47.70178,-122.32352,100.0,5.682899263739777,16.215189874772964,7,40750.0,244500.0,Other,12.40697467786825,12.40697467786825,10.615235658245211
24617,24617,1.0,1.0,1932,Warehouse,22752.0,98134.0,GREATER DUWAMISH,47.55608,-122.3388,67.0,0.5596157879354227,11.579826817421988,84,24617.0,24617.0,Warehouse,10.11123316167024,10.032452283817127,10.11123316167024
37247,37247,1.0,1.0,1964,Retail Store,37247.0,98134.0,GREATER DUWAMISH,47.55772,-122.33017,69.0,4.083620598859125,14.374352046207044,52,37247.0,37247.0,Retail Store,10.52535353109111,10.52535353109111,10.52535353109111
52110,52110,2.0,1.0,1900,Warehouse,32000.0,98134.0,GREATER DUWAMISH,47.58318,-122.3347,34.0,3.263849190510932,13.282081707632424,116,26055.0,52110.0,Warehouse,10.861131337893761,10.373522431293592,10.16800334695607
29874,29874,3.0,1.0,1962,K-12 School,31375.0,98126.0,DELRIDGE,47.53887,-122.37564,95.0,4.012230265845171,14.057711949485682,54,9958.0,29874.0,K-12 School,10.304777289233812,10.353798548436128,9.20623194393164
71874,40485,2.0,1.0,1990,Self-Storage Facility,71874.0,98133.0,NORTHWEST,47.70281,-122.35623,67.0,3.8279890098181366,14.032887715540776,26,35937.0,71874.0,Self-Storage Facility,11.182683778099651,11.182683778099651,10.4895505104864
39953,39953,2.0,1.0,1971,Small- and Mid-Sized Office,30100.0,98144.0,CENTRAL,47.60104,-122.30155,93.0,3.3690184832979204,14.226668017189942,45,19976.5,39953.0,Small- and Mid-Sized Office,10.595484071338678,10.31231367277647,9.902361919248618
24120,24120,2.0,1.0,1928,Worship Facility,24120.0,98117.0,BALLARD,47.67628,-122.38238,66.0,3.482470101790892,13.702402538308815,88,12060.0,24120.0,Worship Facility,10.090838109351523,10.090838109351523,9.397732385583243
51050,51050,1.0,1.0,1941,Warehouse,49500.0,98134.0,GREATER DUWAMISH,47.57298,-122.33644,10.0,3.3586377672433594,14.00295791370961,75,51050.0,51050.0,Warehouse,10.840580412039547,10.809748150372926,10.840580412039547
21900,21900,2.0,1.0,1954,Retail Store,21900.0,98134.0,GREATER DUWAMISH,47.57044,-122.33475,40.0,3.7764323511217976,14.079560996195278,62,10950.0,21900.0,Retail Store,9.994287576862567,9.994287576862567,9.301186055275759
16300,16300,1.0,1.0,1952,Distribution Center,65164.0,98134.0,GREATER DUWAMISH,47.57227,-122.33843,100.0,0.9555114450274363,11.919515253055366,64,16300.0,16300.0,Distribution Center,9.69898173460629,11.08467779396482,9.69898173460629
33462,33462,1.0,1.0,1964,Warehouse,33462.0,98134.0,GREATER DUWAMISH,47.57339,-122.33735,1.0,2.367436065313662,14.142254466766394,52,33462.0,33462.0,Warehouse,10.41819562981634,10.41819562981634,10.41819562981634
36140,36140,3.0,1.0,1962,Other,34733.0,98108.0,GREATER DUWAMISH,47.54089,-122.32323,67.0,3.5097527882165007,15.353137918690582,54,12046.666666666666,36140.0,Other,10.495183233934963,10.45547431330706,9.396626282547594
22522,22522,3.0,1.0,1947,Self-Storage Facility,22522.0,98115.0,NORTHEAST,47.67923,-122.31715,67.0,3.1994891110680106,13.238322305944,69,7507.333333333333,22522.0,Self-Storage Facility,10.022292288301378,10.022292288301378,8.92376879380843
38959,38959,4.0,1.0,1996,Self-Storage Facility,38959.0,98115.0,NORTHEAST,47.67905,-122.31697,67.0,3.212455257065278,13.716520126835112,20,9739.75,38959.0,Self-Storage Facility,10.57029075775647,10.57029075775647,9.184073395725463
21936,21936,2.0,1.0,1951,Worship Facility,21936.0,98133.0,NORTHWEST,47.70901,-122.35498,96.0,3.393837027255863,13.319173425603363,65,10968.0,21936.0,Worship Facility,9.995929987925688,9.995929987925688,9.302828391411333
23250,23250,2.0,1.0,1967,Small- and Mid-Sized Office,22014.0,98118.0,SOUTHEAST,47.56029,-122.2858,55.0,1.9878743481543453,13.714846773155845,49,11625.0,23250.0,Small- and Mid-Sized Office,10.054103420843255,9.999479318189854,9.360999248261296
23022,23022,4.0,1.0,1980,Small- and Mid-Sized Office,23022.0,98125.0,NORTH,47.70868,-122.30089,78.0,2.7498317351171653,13.842378242394329,36,5755.5,23022.0,Small- and Mid-Sized Office,10.04424899524437,10.04424899524437,8.65808493011372
31569,31569,1.0,1.0,1962,Warehouse,33000.0,98134.0,GREATER DUWAMISH,47.56318,-122.32889,12.0,4.840953517648737,14.935245027770929,54,31569.0,31569.0,Warehouse,10.359962581552038,10.404293143019792,10.359962581552038
22509,22509,1.0,1.0,1956,Warehouse,22509.0,98134.0,GREATER DUWAMISH,47.56362,-122.32876,57.0,0.8064758658669484,12.08849219691415,60,22509.0,22509.0,Warehouse,10.021714933900778,10.021714933900778,10.021714933900778
26440,26440,1.0,1.0,1906,Worship Facility,26440.0,98102.0,EAST,47.62322037,-122.320017,91.0,3.364879118988044,13.4868761873642,110,26440.0,26440.0,Worship Facility,10.18267111473301,10.18267111473301,10.18267111473301
28800,28800,2.0,1.0,1956,Self-Storage Facility,28800.0,98144.0,GREATER DUWAMISH,47.59291,-122.31042,67.0,3.415757532993485,13.94989076212134,60,14400.0,28800.0,Self-Storage Facility,10.268165387743457,10.268165387743457,9.575052927597383
28500,28500,2.0,4.0,2009,K-12 School,31100.0,98122.0,CENTRAL,47.61791,-122.28594,92.0,3.389124800427886,13.966136855875952,7,14250.0,7125.0,K-12 School,10.25769445336048,10.344995251991222,9.564582358673212
26300,26300,2.0,1.0,1921,Other,26300.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62643,-122.33946,67.0,4.770176020572358,15.079027636034883,95,13150.0,26300.0,Other,10.177362240256695,10.177362240256695,9.484253080341965
34072,34072,2.0,1.0,1962,Restaurant,34072.0,98109.0,LAKE UNION,47.63734,-122.33988,67.0,5.428511948205864,15.700299957687962,54,17036.0,34072.0,Other,10.436260560784943,10.436260560784943,9.743142728545543
23355,23355,3.0,1.0,1949,Small- and Mid-Sized Office,21915.0,98109.0,LAKE UNION,47.63614,-122.33982,77.0,1.925707441737794,13.641812164597564,67,7785.0,23355.0,Small- and Mid-Sized Office,10.058609189403429,9.994972242658307,8.960082528170402
20332,20332,1.0,1.0,1946,Other,20332.0,98115.0,NORTHEAST,47.67642,-122.3035,67.0,2.4840729690394228,12.880762246935983,70,20332.0,20332.0,Other,9.920000460910341,9.920000460910341,9.920000460910341
21850,21850,1.0,1.0,1900,Worship Facility,21850.0,98122.0,CENTRAL,47.61118,-122.288,100.0,2.645465325910589,12.6691630782918,116,21850.0,21850.0,Worship Facility,9.992001966066868,9.992001966066868,9.992001966066868
28309,28309,2.0,1.0,1918,Self-Storage Facility,28309.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64633,-122.3508,67.0,2.553343811341229,12.972260940406915,98,14154.5,28309.0,Self-Storage Facility,10.250970378105945,10.250970378105945,9.557858520129498
45500,45500,4.0,1.0,1914,Hotel,45500.0,98104.0,DOWNTOWN,47.60154,-122.3352,77.0,4.812184355372417,14.844985679020962,102,11375.0,45500.0,Hotel,10.725489582719506,10.725489582719506,9.339261152043022
22200,22200,3.0,1.0,1900,Other,22200.0,98104.0,DOWNTOWN,47.59976,-122.33514,67.0,2.0856720914304723,12.148161199938851,116,7400.0,22200.0,Other,10.007892611890918,10.007892611890918,8.909370405197466
23050,23050,1.0,1.0,1938,Warehouse,23050.0,98103.0,LAKE UNION,47.64793,-122.34358,27.0,1.4469189829363254,13.053385550447064,78,23050.0,23050.0,Warehouse,10.045464431431677,10.045464431431677,10.045464431431677
48350,48350,4.0,1.0,2008,Small- and Mid-Sized Office,41227.0,98103.0,LAKE UNION,47.64747,-122.34086,45.0,3.139399623366404,14.968652697715088,8,12087.5,48350.0,Small- and Mid-Sized Office,10.786242183190828,10.626872916156684,9.400009866432676
46059,46059,1.0,1.0,1930,Retail Store,46000.0,98105.0,NORTHEAST,47.66097,-122.3192,82.0,3.075467241572845,14.274615559208948,86,46059.0,46059.0,Retail Store,10.737700173374677,10.736418414365376,10.737700173374677
23595,23595,2.0,1.0,1970,Medical Office,23595.0,98115.0,NORTHEAST,47.67437,-122.3181,72.0,2.018895041811802,13.613896848559763,46,11797.5,23595.0,Medical Office,10.068832485122966,10.068832485122966,9.375727683729428
28142,28142,3.0,1.0,1900,Small- and Mid-Sized Office,28142.0,98104.0,DOWNTOWN,47.59938,-122.33328,96.0,3.5576311675039825,13.649572628577085,116,9380.666666666666,28142.0,Small- and Mid-Sized Office,10.245053934794061,10.245053934794061,9.146512709230016
36940,36940,2.0,1.0,1916,Retail Store,36940.0,98122.0,EAST,47.61478,-122.31847,100.0,1.208960345836975,12.727085422500744,100,18470.0,36940.0,Retail Store,10.517077324312647,10.517077324312647,9.82395721357932
22866,22866,3.0,1.0,1913,Small- and Mid-Sized Office,22866.0,98122.0,EAST,47.61435,-122.31859,67.0,3.080073421987742,13.958477034244725,103,7622.0,22866.0,Small- and Mid-Sized Office,10.037450102199095,10.037450102199095,8.938925271988273
28586,28586,2.0,1.0,1962,Other,27022.0,98105.0,NORTHEAST,47.65729,-122.31937,67.0,3.594568774642695,15.440468410656402,54,14293.0,28586.0,Other,10.260707348016298,10.204443634218446,9.567595147779924
28800,28800,3.0,1.0,1913,Restaurant,41227.0,98104.0,DOWNTOWN,47.59697,-122.32474,67.0,3.4081729953985804,13.710066913851373,103,9600.0,28800.0,Other,10.268165387743457,10.626872916156684,9.169622538697624
24600,24600,2.0,1.0,1910,Worship Facility,24600.0,98122.0,EAST,47.61426,-122.32661,69.0,1.8961194845522975,12.710056417113265,106,12300.0,24600.0,Worship Facility,10.110542371500753,10.110542371500753,9.417435838868785
54863,54863,3.0,1.0,1961,Hospital,109726.0,98116.0,SOUTHWEST,47.58767,-122.38672,100.0,2.7219531062712017,14.527342891187937,55,18287.666666666668,54863.0,Other,10.912612674702702,11.605750741776966,9.81403683914678
22622,22622,1.0,1.0,1927,Other,23000.0,98108.0,GREATER DUWAMISH,47.55523,-122.33448,67.0,3.3163654461454577,13.559426227121184,89,22622.0,22622.0,Other,10.026722366870757,10.043292972227004,10.026722366870757
22960,22960,3.0,1.0,1961,Other,22960.0,98109.0,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,67.0,4.568298711212186,14.63396087167914,55,7653.333333333333,22960.0,Other,10.041552403492023,10.041552403492023,8.94302721525076
25753,25753,1.0,1.0,1959,Other,25753.0,98122.0,CENTRAL,47.62322,-122.29006,67.0,4.151197373814884,14.136238972754455,57,25753.0,25753.0,Other,10.15634523383373,10.15634523383373,10.15634523383373
71280,71280,3.0,1.0,1928,Other,71280.0,98112.0,EAST,47.62816,-122.28067,67.0,6.760240863693588,16.940859088742457,88,23760.0,71280.0,Other,11.174385091226979,11.174385091226979,10.075800860133013
66610,66610,3.0,1.0,1994,Self-Storage Facility,66720.0,98126.0,DELRIDGE,47.56785,-122.37039,67.0,2.98618686071046,13.369813905985556,22,22203.333333333332,66610.0,Self-Storage Facility,11.106625008055381,11.108275024929902,10.008042744007463
23222,23222,2.0,1.0,1938,K-12 School,15006.0,98133.0,NORTHWEST,47.71387,-122.3535,62.0,4.026422545736642,14.014250037556192,78,11611.0,23222.0,K-12 School,10.052898445872824,9.616272037895989,9.35979432514452
60000,60000,3.0,1.0,1904,K-12 School,48783.0,98122.0,EAST,47.61339,-122.32594,52.0,4.809171691773934,15.103477529577082,112,20000.0,60000.0,K-12 School,11.002116507732017,10.795157669228036,9.90353755128617
46560,46560,2.0,1.0,1954,Other,46560.0,98122.0,EAST,47.61449,-122.32592,67.0,2.907447358686419,13.445256240978674,62,23280.0,46560.0,Other,10.748518559837908,10.748518559837908,10.05539285624928
25481,25481,2.0,1.0,1960,Small- and Mid-Sized Office,25481.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,92.0,3.678576561118039,13.728973227687652,56,12740.5,25481.0,Small- and Mid-Sized Office,10.145727599541326,10.145727599541326,9.452619661598868
141297,141297,1.0,1.0,1967,Senior Care Community,141297.0,98118.0,SOUTHEAST,47.53515,-122.26556,76.0,6.5777639955406135,16.781986251103103,49,141297.0,141297.0,Other,11.858626414290775,11.858626414290775,11.858626414290775
41704,33120,4.0,1.0,1990,Hotel,41704.0,98133.0,NORTHWEST,47.729,-122.34473,73.0,4.086312390524837,14.480206950957635,26,10426.0,41704.0,Hotel,10.638376304675711,10.638376304675711,9.252153874789594
22324,22324,2.0,1.0,1941,Warehouse,21000.0,98134.0,GREATER DUWAMISH,47.56683,-122.33358,53.0,3.1497400860333387,13.285938861052143,75,11162.0,22324.0,Warehouse,10.0134624057447,9.952325334619427,9.320360017014732
31360,31360,2.0,1.0,1946,Other,32000.0,98134.0,GREATER DUWAMISH,47.5661,-122.33358,67.0,3.70499883599382,14.36080093977546,70,15680.0,31360.0,Other,10.353320361711043,10.373522431293592,9.660205067381032
55974,55974,2.0,1.0,1961,Senior Care Community,56000.0,98103.0,Northwest,47.66312,-122.35311,98.0,5.3191488761279695,15.62954899758315,55,27987.0,55974.0,Other,10.932660441466956,10.933124826700707,10.239531125865787
22583,22583,1.0,1.0,1954,Senior Care Community,22583.0,98125.0,NORTH,47.70883,-122.28887,95.0,4.275554390163365,14.499294540274963,62,22583.0,22583.0,Other,10.024996969933325,10.024996969933325,10.024996969933325
29400,29400,1.0,1.0,1972,Warehouse,25000.0,98133.0,NORTHWEST,47.70833,-122.34429,69.0,0.9516578757114464,12.33495167015424,44,29400.0,29400.0,Warehouse,10.288783966353765,10.12667110305036,10.288783966353765
22452,22452,3.0,1.0,1992,Hotel,22452.0,98108.0,GREATER DUWAMISH,47.54774,-122.32091,85.0,3.7584055167625463,14.03396392755164,24,7484.0,22452.0,Hotel,10.019179514532201,10.019179514532201,8.920656296853728
25767,25767,2.0,1.0,1912,Other,17434.0,98105.0,NORTHEAST,47.66148,-122.31279,22.0,2.4865719291070616,14.273791841953772,104,12883.5,25767.0,Other,10.156888691011035,9.766234959109752,9.463780317521742
33300,33300,2.0,1.0,1910,K-12 School,30740.0,98103.0,LAKE UNION,47.66389,-122.33692,92.0,4.251348311031766,14.282217901048163,106,16650.0,33300.0,K-12 School,10.413342705547674,10.333352547467827,9.720225553665117
28808,28808,1.0,1.0,1957,Supermarket / Grocery Store,31174.0,98103.0,LAKE UNION,47.66185,-122.33594,29.0,5.4281607166967865,16.038248765776974,59,28808.0,28808.0,Supermarket / Grocery Store,10.268443117306083,10.347371770548238,10.268443117306083
20880,20880,1.0,1.0,1900,Small- and Mid-Sized Office,20880.0,98104.0,DOWNTOWN,47.6011,-122.33197,94.0,1.7509374747078,13.434652692948951,116,20880.0,20880.0,Small- and Mid-Sized Office,9.946594933570061,9.946594933570061,9.946594933570061
25880,25880,2.0,1.0,2010,Medical Office,25880.0,98118.0,SOUTHEAST,47.5195,-122.26935,8.0,3.035433640405543,14.47908975749055,6,12940.0,25880.0,Medical Office,10.161264387744689,10.161264387744689,9.46815584482167
46485,46485,3.0,1.0,1950,Worship Facility,63922.0,98133.0,NORTHEAST,47.67842,-122.31949,83.0,3.871825815676733,14.2505323647519,66,15495.0,46485.0,Worship Facility,10.746906470974373,11.06543451300589,9.648337205086833
27500,27500,2.0,1.0,1978,Worship Facility,27500.0,98115.0,NORTHWEST,47.67783,-122.32577,60.0,2.7593768282675506,13.265812643672122,38,13750.0,27500.0,Worship Facility,10.221977646629885,10.221977646629885,9.528866827722945
41920,41920,5.0,1.0,1906,Small- and Mid-Sized Office,41920.0,98104.0,DOWNTOWN,47.59971,-122.33065,95.0,2.162172939277301,13.914084270284867,110,8384.0,41920.0,Small- and Mid-Sized Office,10.64354217367223,10.64354217367223,9.034199674257309
36879,36879,5.0,1.0,1905,Small- and Mid-Sized Office,44000.0,98104.0,DOWNTOWN,47.60048,-122.33157,92.0,3.330059353828816,14.245714619052492,111,7375.8,36879.0,Small- and Mid-Sized Office,10.51542467767053,10.691967639914864,8.906095219224932
29820,29820,6.0,1.0,1904,Other,29820.0,98104.0,DOWNTOWN,47.60055,-122.33057,67.0,3.6033215657522897,14.286736330713309,112,4970.0,29820.0,Other,10.302968122297036,10.302968122297036,8.511376306094673
33640,33640,2.0,1.0,1905,Small- and Mid-Sized Office,27322.0,98104.0,DOWNTOWN,47.60026,-122.3299,70.0,2.1424163408412245,13.891115819335116,111,16820.0,33640.0,Small- and Mid-Sized Office,10.423500840161113,10.215484117319336,9.730383384791782
26510,26510,2.0,1.0,1970,Small- and Mid-Sized Office,30800.0,98134.0,DOWNTOWN,47.5962,-122.32548,91.0,2.4997952622817508,13.802490855781675,46,13255.0,26510.0,Small- and Mid-Sized Office,10.185315020186113,10.335302435967074,9.492205559106399
21624,21624,1.0,1.0,1954,Worship Facility,21624.0,98125.0,NORTH,47.71705,-122.28577,90.0,3.08922261664133,13.41007819931984,62,21624.0,21624.0,Worship Facility,9.98160533180008,9.98160533180008,9.98160533180008
40552,40552,5.0,1.0,1910,Hotel,40552.0,98104.0,DOWNTOWN,47.59983,-122.32598,99.0,3.993602992420569,13.997983665773791,106,8110.4,40552.0,Hotel,10.610365039544332,10.610365039544332,9.001025758598415
20686,20686,3.0,1.0,1924,Other,20686.0,98105.0,NORTHEAST,47.66192,-122.30998,67.0,3.7775769088752233,14.00406680528704,92,6895.333333333333,20686.0,Other,9.93726076264305,9.93726076264305,8.838745148375633
22124,22124,3.0,1.0,1929,Residence Hall,22124.0,98105.0,NORTHEAST,47.6617,-122.31007,82.0,1.6956156086751528,13.365601278165556,87,7374.666666666667,22124.0,Residence Hall,10.00446346987613,10.00446346987613,8.90594157260282
27487,27487,3.0,1.0,1926,Residence Hall,27487.0,98105.0,NORTHEAST,47.66289,-122.30863,82.0,4.203946072137182,14.28207444996607,90,9162.333333333334,27487.0,Residence Hall,10.221504824783981,10.221504824783981,9.122965292491182
23616,23616,4.0,1.0,1926,Residence Hall,23616.0,98105.0,NORTHEAST,47.66164,-122.30874,55.0,4.000949214622548,14.320169959598063,90,5904.0,23616.0,Residence Hall,10.069722070677152,10.069722070677152,8.683554728631462
33448,33448,3.0,1.0,1976,Residence Hall,33448.0,98105.0,NORTHEAST,47.66238,-122.30801,78.0,2.074428999856292,13.81414412481958,40,11149.333333333334,33448.0,Residence Hall,10.417777169743282,10.417777169743282,9.319224671807625
74840,74840,2.0,1.0,1987,Senior Care Community,74840.0,98122.0,CENTRAL,47.60133,-122.31088,48.0,5.523299227135887,15.92796336972004,29,37420.0,74840.0,Other,11.223121142137346,11.223121142137346,10.529987323148188
22344,22344,2.0,1.0,1925,K-12 School,22344.0,98122.0,CENTRAL,47.6032,-122.30596,40.0,4.029450422304111,14.235928480117703,91,11172.0,22344.0,K-12 School,10.014357861367552,10.014357861367552,9.321255432547337
31900,31900,3.0,1.0,1921,University,26000.0,98121.0,EAST,47.62531,-122.32303,67.0,4.576770711466393,14.71814891888312,95,10633.333333333334,31900.0,University,10.370392636243981,10.165890277802454,9.271843039570124
44476,44476,1.0,1.0,1960,Warehouse,41256.0,98108.0,GREATER DUWAMISH,47.54761,-122.32759,33.0,3.4242626545931514,14.128949189010218,56,44476.0,44476.0,Warehouse,10.702727480606711,10.627576074335622,10.702727480606711
29084,29084,3.0,1.0,1950,Residence Hall,26000.0,98177.0,NORTHEAST,47.66281,-122.30819,66.0,4.124388683570477,14.30562291042366,66,9694.666666666666,29084.0,Residence Hall,10.277977856344862,10.165890277802454,9.1794343292803
21040,21040,1.0,1.0,1976,Warehouse,21040.0,98108.0,GREATER DUWAMISH,47.54443,-122.32688,43.0,3.0027078872904163,13.291412451521268,40,21040.0,21040.0,Warehouse,9.954228194239311,9.954228194239311,9.954228194239311
28032,28032,2.0,1.0,1951,Warehouse,30000.0,98108.0,GREATER DUWAMISH,47.54491,-122.32758,52.0,3.863042823206428,14.093949544406282,65,14016.0,28032.0,Warehouse,10.241137666615815,10.308985993422082,9.548026157663058
25620,25620,1.0,1.0,1974,Distribution Center,25620.0,98108.0,GREATER DUWAMISH,47.54333,-122.32792,82.0,3.0661907372025525,13.218264632489236,42,25620.0,25620.0,Distribution Center,10.15116760669524,10.15116760669524,10.15116760669524
33238,33238,3.0,1.0,1992,Warehouse,33238.0,98144.0,DOWNTOWN,47.59775,-122.32219,14.0,2.5160822672564502,14.305606600945415,24,11079.333333333334,33238.0,Warehouse,10.411479164280985,10.411479164280985,9.312927044084613
27800,27800,4.0,1.0,1912,K-12 School,11093.0,98104.0,EAST,47.60745,-122.32542,8.0,3.6727500721840527,13.982235915525685,104,6950.0,27800.0,K-12 School,10.2328272702548,9.31415970061518,8.846640813100485
33706,33706,1.0,1.0,1998,Supermarket / Grocery Store,31746.0,98136.0,SOUTHWEST,47.54427,-122.38609,22.0,5.334311726771412,15.977417754225016,18,33706.0,33706.0,Supermarket / Grocery Store,10.425460809904182,10.36555351166757,10.425460809904182
33708,33708,3.0,1.0,1912,Other,33708.0,98122.0,EAST,47.61314,-122.32262,67.0,3.025776394902368,13.575125471954651,104,11236.0,33708.0,Other,10.4255201430002,10.4255201430002,9.326967183907902
47237,47237,2.0,1.0,1948,Other,47661.0,98155.0,North,47.73368,-122.31366,67.0,3.754198920234579,15.60417039495856,68,23618.5,47237.0,Other,10.762953932412522,10.77188971368331,10.069827921026027
26373,26373,3.0,1.0,1938,Worship Facility,26373.0,98105.0,NORTHEAST,47.66295,-122.31494,75.0,3.668166412516394,13.779092393998775,78,8791.0,26373.0,Worship Facility,10.180133955367644,10.180133955367644,9.081597496083457
23040,23040,3.0,1.0,1921,Distribution Center,23040.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,67.0,1.3711807233098423,12.95141134195595,95,7680.0,23040.0,Distribution Center,10.045030516645731,10.045030516645731,8.946505025998682
36771,36771,2.0,1.0,1956,Other,34856.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,67.0,3.662792119350618,15.510589784280016,60,18385.5,36771.0,Other,10.512491964983646,10.45900925685097,9.819371978658523
23232,23232,1.0,1.0,1972,Warehouse,23232.0,98108.0,GREATER DUWAMISH,47.56626,-122.3244,67.0,0.636576829071551,11.754890770525028,44,23232.0,23232.0,Warehouse,10.053328960775287,10.053328960775287,10.053328960775287
35046,35046,1.0,1.0,1974,Warehouse,32546.0,98108.0,GREATER DUWAMISH,47.56501,-122.3248,100.0,2.9258461460898246,13.87685974075241,42,35046.0,35046.0,Warehouse,10.464445296788119,10.39044047749056,10.464445296788119
43380,43380,1.0,1.0,1974,Warehouse,42844.0,98108.0,GREATER DUWAMISH,47.56448,-122.32484,89.0,1.3402504226184837,12.91179788954672,42,43380.0,43380.0,Warehouse,10.67777683621291,10.66534423110322,10.67777683621291
20410,20410,3.0,1.0,1995,Small- and Mid-Sized Office,20410.0,98020.0,LAKE UNION,47.65576,-122.34208,8.0,4.367420482284519,14.816230393962789,21,6803.333333333333,20410.0,Small- and Mid-Sized Office,9.923829250194043,9.923829250194043,8.825314943105475
24955,24955,1.0,1.0,2002,Worship Facility,24955.0,98125.0,NORTHWEST,47.71479,-122.32824,47.0,3.12982600803469,13.44416277825032,14,24955.0,24955.0,Worship Facility,10.124869553230678,10.124869553230678,10.124869553230678
34074,34074,3.0,1.0,1991,Other,34074.0,98112.0,Central,47.62342,-122.29688,67.0,5.660631381000218,15.95816043960784,25,11358.0,34074.0,Other,10.436319256564733,10.436319256564733,9.33776566023142
32961,32961,2.0,1.0,1988,K-12 School,32961.0,98125.0,North,47.71923,-122.32171,86.0,4.157945143631696,14.268594350676764,28,16480.5,32961.0,K-12 School,10.403110661794125,10.403110661794125,9.709993818738923
