PropertyGFATotal,PropertyGFABuilding(s),NumberofFloors,NumberofBuildings,YearBuilt,PrimaryPropertyType,LargestPropertyUseTypeGFA,ZipCode,Neighborhood,Latitude,Longitude,ENERGYSTARScore,log_TotalGHGEmissions,log_SiteEnergyUse_kBtu
20500,20500,1.0,1.0,1969,Warehouse,21386.0,98108.0,GREATER DUWAMISH,47.55127,-122.32576,65.0,0.9360933591703349,12.31313663155814
21436,21436,2.0,1.0,1958,Small- and Mid-Sized Office,21436.0,98103.0,LAKE UNION,47.6557,-122.34682,95.0,1.5539252025038417,13.18946988749649
46580,46580,6.0,1.0,1928,Self-Storage Facility,46580.0,98101.0,DOWNTOWN,47.61179,-122.3404,67.0,1.7833912195575383,13.47340943383864
25920,25920,2.0,1.0,1916,Retail Store,25920.0,98101.0,DOWNTOWN,47.61165,-122.34011,5.0,1.4678743481123135,13.078810770235727
61721,61721,8.0,1.0,1910,Hotel,41227.0,98121.0,DOWNTOWN,47.61203,-122.34165,93.0,3.6354786773868213,14.879214150025433
25920,25920,2.0,1.0,1919,Small- and Mid-Sized Office,23995.0,98121.0,DOWNTOWN,47.61297,-122.34324,75.0,3.860308569741467,14.399876030032189
39760,39760,4.0,1.0,1925,Small- and Mid-Sized Office,39760.0,98101.0,EAST,47.61098,-122.32766,92.0,5.016683632630459,14.723350078743515
30971,30971,3.0,1.0,1920,Other,30971.0,98101.0,EAST,47.61109,-122.32721,67.0,4.562784469491653,14.853376238209218
22667,22667,3.0,1.0,1946,Small- and Mid-Sized Office,22667.0,98101.0,EAST,47.61063,-122.32741,1.0,5.007630785075957,15.141825589022215
26532,26532,1.0,1.0,1984,Distribution Center,26532.0,98103.0,LAKE UNION,47.65214,-122.356,5.0,4.212571943586751,14.475217416672605
30730,30730,1.0,1.0,1969,Other,30730.0,98103.0,LAKE UNION,47.65138,-122.35565,67.0,4.311067545733388,14.930801727560036
23600,23600,2.0,1.0,1981,Small- and Mid-Sized Office,23600.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,82.0,1.8578592709325787,13.562229509653255
40067,40067,3.0,1.0,1986,Small- and Mid-Sized Office,40067.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,43.0,2.836736542063533,14.650041734224526
26419,19497,3.0,1.0,1989,Small- and Mid-Sized Office,26419.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,67.0,2.138889000323256,13.887821917175051
25262,25262,3.0,1.0,1979,Small- and Mid-Sized Office,25262.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,54.0,3.2128577525426376,14.200471722911768
34106,34106,3.0,1.0,1980,Small- and Mid-Sized Office,32739.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,57.0,2.5087859235779435,14.297429248226122
34545,34545,3.0,1.0,1980,Small- and Mid-Sized Office,34545.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,29.0,2.8408313123360287,14.654479435617088
70296,70296,3.0,1.0,1980,Small- and Mid-Sized Office,70296.0,98109.0,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,86.0,3.015044584586364,14.838704914291238
27838,27838,4.0,1.0,1902,Small- and Mid-Sized Office,27838.0,98104.0,DOWNTOWN,47.59979,-122.33339,77.0,2.2502386126218363,14.012318450126068
92080,92080,2.0,1.0,1964,Other,92129.0,98133.0,NORTHWEST,47.72471,-122.3412,67.0,4.852811208902689,15.45549542503319
20236,20236,1.0,1.0,1961,Other,20236.0,98133.0,NORTHWEST,47.72288,-122.34065,67.0,3.923556241241819,14.49109605593479
25557,25557,4.0,1.0,1970,Other,25557.0,98133.0,NORTHWEST,47.72299,-122.34293,67.0,2.8273136219290276,14.639841032772216
48112,48112,1.0,1.0,1972,Warehouse,48112.0,98133.0,NORTHWEST,47.72183,-122.34328,73.0,2.4300984132930052,14.211562753284309
45000,45000,2.0,1.0,2007,Other,45000.0,98133.0,NORTHWEST,47.72644,-122.34338,67.0,5.18060307852848,15.592506074428231
26115,26115,1.0,1.0,1998,Retail Store,26115.0,98133.0,NORTHWEST,47.72337,-122.34373,43.0,3.630720539940404,14.339868382102049
46539,46539,2.0,1.0,1970,Senior Care Community,46539.0,98109.0,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,73.0,5.200594278019421,15.501918863342626
29796,29796,4.0,1.0,1909,Residence Hall,29796.0,98121.0,DOWNTOWN,47.61283,-122.34392,47.0,4.389250479763201,14.61897430265987
34680,34680,4.0,1.0,1900,Retail Store,34680.0,98101.0,DOWNTOWN,47.60683,-122.33771,92.0,3.3098128198603027,13.972471463975857
75058,40548,3.0,1.0,1968,Worship Facility,75058.0,98101.0,DOWNTOWN,47.60867,-122.33265,24.0,5.517332407278467,15.536015313954518
36504,36504,1.0,1.0,1915,Retail Store,16200.0,98101.0,DOWNTOWN,47.61103,-122.33549,2.0,3.080073421987742,14.557916245385043
35200,35200,6.0,1.0,1907,Small- and Mid-Sized Office,35200.0,98101.0,DOWNTOWN,47.61091,-122.33667,8.0,3.086486636822455,14.913525751740035
35840,35840,5.0,1.0,1907,Small- and Mid-Sized Office,35840.0,98101.0,DOWNTOWN,47.60961,-122.33566,83.0,3.8989377658794906,14.246482012532233
25920,25920,2.0,1.0,1941,Other,23230.0,98101.0,DOWNTOWN,47.60985,-122.33527,60.0,2.33214389523559,14.1032674713654
49243,49243,4.0,1.0,1964,Other,52284.0,98101.0,EAST,47.61186,-122.32857,67.0,4.628300603376946,15.9527709064877
20411,20411,3.0,1.0,1912,Other,20411.0,98104.0,EAST,47.6097,-122.325,67.0,4.2798554720627555,14.515870104272397
30855,20570,2.0,1.0,1962,Medical Office,21571.0,98122.0,EAST,47.61065,-122.32125,2.0,4.4607222816222185,14.89621588642345
39115,39115,3.0,1.0,1963,Medical Office,50000.0,98114.0,EAST,47.60865416,-122.3205904,42.0,4.111529386976201,15.13334123790846
36444,36444,1.0,1.0,1960,Warehouse,36444.0,98107.0,BALLARD,47.66388,-122.36831,80.0,0.7514160886839212,11.991096238364037
27553,27553,1.0,1.0,1950,Warehouse,27553.0,98107.0,BALLARD,47.65907,-122.36783,63.0,3.484618989801228,13.781620859666617
57310,57310,1.0,3.0,1951,Distribution Center,57310.0,98107.0,BALLARD,47.6583,-122.36638,67.0,3.579901291544191,14.041646826629261
40686,40686,3.0,1.0,1919,Restaurant,40686.0,98109.0,LAKE UNION,47.62354,-122.33808,67.0,4.30406509320417,14.560336346169082
45271,45271,2.0,1.0,1964,Retail Store,45271.0,98109.0,LAKE UNION,47.62399,-122.33804,57.0,4.427477897577799,14.75307910302247
28380,16200,3.0,1.0,1920,Small- and Mid-Sized Office,28380.0,98109.0,LAKE UNION,47.62437,-122.33802,62.0,3.6046822953131805,14.131936325062208
26176,26176,3.0,1.0,1926,Small- and Mid-Sized Office,23730.0,98109.0,LAKE UNION,47.62353,-122.33622,95.0,3.499231121933521,13.781859018136474
26000,26000,1.0,1.0,1961,Other,49847.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,5.220842193268625,15.478959932219384
23241,23241,3.0,1.0,2009,Worship Facility,23241.0,98109.0,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,66.0,3.074543453978281,13.513339356547904
155795,155795,1.0,1.0,1962,Other,155795.0,98109.0,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,67.0,5.548414387422504,16.687549684257647
21018,21018,1.0,1.0,2002,Other,21018.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,3.2433732964685884,14.381471032880885
30533,30533,1.0,1.0,1998,Other,28631.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,67.0,5.263311757349221,15.590973964705347
33971,33971,2.0,1.0,1961,Other,50000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,67.0,6.263303019960951,16.68830908494569
40600,40600,2.0,1.0,1992,Other,33000.0,98109.0,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,67.0,3.7390971702745537,14.725993255815451
49680,49680,1.0,1.0,1966,Other,49680.0,98109.0,DOWNTOWN,47.60192,-122.33282,67.0,4.790321069792205,14.860963250382913
36314,36314,1.0,1.0,1962,Other,36314.0,98109.0,DOWNTOWN,47.60219,-122.3313,67.0,3.813969064952758,14.42136072983665
36160,36160,4.0,1.0,1910,Small- and Mid-Sized Office,36160.0,98101.0,DOWNTOWN,47.61041,-122.34214,47.0,2.637627736805664,14.437257261257619
66900,66900,5.0,1.0,1909,Small- and Mid-Sized Office,68048.0,98121.0,DOWNTOWN,47.6123,-122.34611,100.0,2.7166795278002644,14.306651248507865
22710,22710,2.0,1.0,1930,Other,22710.0,98121.0,DOWNTOWN,47.61341,-122.34597,67.0,1.1019400787607843,12.569897716278925
45960,45960,2.0,1.0,1930,K-12 School,45960.0,98102.0,EAST,47.63239,-122.32072,56.0,5.213902615405673,15.242768043645107
21128,21128,2.0,1.0,1959,Small- and Mid-Sized Office,21128.0,98109.0,LAKE UNION,47.61992,-122.34539,97.0,1.3962446919730587,12.98678439000198
38520,38520,4.0,1.0,1959,Hotel,38500.0,98109.0,LAKE UNION,47.62014,-122.34456,37.0,4.334017415487521,14.846748307795604
29186,24930,3.0,1.0,1961,Hotel,19000.0,98109.0,LAKE UNION,47.62174,-122.34417,95.0,3.441058915087286,13.673008044903538
27338,27338,1.0,1.0,1960,Worship Facility,27338.0,98109.0,LAKE UNION,47.6201,-122.34071,56.0,1.6193882432872684,13.27300505072021
45864,45864,3.0,1.0,1930,Small- and Mid-Sized Office,45864.0,98119.0,MAGNOLIA / QUEEN ANNE,47.61954,-122.35847,94.0,4.7572902340489245,14.767408945291024
49252,49252,2.0,1.0,1999,K-12 School,61099.0,98125.0,NORTHWEST,47.72726,-122.32835,23.0,4.6625896768555775,15.064227208287484
21948,21948,99.0,1.0,1977,Worship Facility,21948.0,98108.0,GREATER DUWAMISH,47.55072,-122.30265,80.0,1.184789984909162,12.694659370449031
22688,22688,2.0,1.0,1922,Worship Facility,22688.0,98122.0,EAST,47.60321889,-122.3205567,87.0,2.0881534822818573,12.711913867780195
41262,41262,2.0,1.0,1982,Small- and Mid-Sized Office,40738.0,98118.0,GREATER DUWAMISH,47.54693,-122.28718,84.0,2.658159431488745,14.45918219891369
45680,45680,3.0,1.0,1908,Worship Facility,45680.0,98115.0,NORTH,47.68566,-122.31849,79.0,4.475175389371905,14.546454541764161
724148,724148,14.0,1.0,2006,Senior Care Community,726000.0,98109.0,LAKE UNION,47.61935,-122.33389,8.0,6.81790715495482,17.447742541214076
45594,45594,2.0,1.0,1914,Refrigerated Warehouse,45594.0,98108.0,GREATER DUWAMISH,47.56067,-122.32705,75.0,2.343727036325221,14.116554616385637
26660,26660,1.0,1.0,1950,Other,26660.0,98108.0,GREATER DUWAMISH,47.55013,-122.33044,67.0,2.810606789427302,14.622558358459713
35000,35000,1.0,1.0,1964,Warehouse,35000.0,98108.0,GREATER DUWAMISH,47.54813,-122.32553,53.0,1.2919836816486494,12.844540295132633
26150,26150,1.0,1.0,1962,Warehouse,26150.0,98108.0,GREATER DUWAMISH,47.54948,-122.32536,6.0,3.3160025355989236,14.004814866006422
24000,24000,2.0,1.0,1967,Small- and Mid-Sized Office,24000.0,98108.0,GREATER DUWAMISH,47.54974,-122.3261,73.0,2.150598735996164,13.900363753588307
43594,43594,5.0,1.0,1968,K-12 School,40809.0,98102.0,EAST,47.64132,-122.31644,38.0,4.307572448748934,14.722981106128334
51298,51298,2.0,1.0,1954,Senior Care Community,51298.0,98133.0,NORTHWEST,47.72618,-122.35642,85.0,5.321692037864487,15.548153049559044
31600,31600,1.0,1.0,1979,Warehouse,31600.0,98108.0,GREATER DUWAMISH,47.5213,-122.32182,3.0,4.647079589065301,15.028503508180206
35289,35289,1.0,1.0,2007,Warehouse,35289.0,98108.0,GREATER DUWAMISH,47.52024,-122.32137,63.0,3.214867803470662,13.6836075530822
28920,28920,1.0,1.0,1981,Warehouse,30000.0,98108.0,GREATER DUWAMISH,47.51899,-122.321,50.0,4.395559648956466,14.375366317104303
22176,22176,1.0,1.0,1978,Warehouse,22176.0,98108.0,GREATER DUWAMISH,47.5193,-122.3213,60.0,3.5195728343974766,13.509568957026715
26930,20580,2.0,1.0,1980,Medical Office,26930.0,98115.0,NORTH,47.70007,-122.32533,64.0,2.0781907597781832,13.818502078900227
20296,20296,2.0,1.0,1959,Self-Storage Facility,20296.0,98105.0,NORTHEAST,47.66353,-122.29505,67.0,1.9416152247724325,13.659635538150297
33576,33576,2.0,1.0,1980,Warehouse,33576.0,98105.0,NORTHEAST,47.66294,-122.29521,64.0,3.9265174515785985,14.058639268934227
21765,21765,2.0,1.0,1910,Worship Facility,21765.0,98107.0,BALLARD,47.67477,-122.38241,80.0,2.911263116927541,12.974771092247353
26560,26560,2.0,1.0,1901,Worship Facility,26560.0,98122.0,CENTRAL,47.6101,-122.30838,1.0,4.1878349053094395,14.375974486127069
20140,20140,2.0,1.0,1957,Warehouse,20140.0,98103.0,LAKE UNION,47.65022,-122.34174,49.0,0.5933268452777344,11.665540122290118
25500,25500,1.0,1.0,1967,Small- and Mid-Sized Office,25500.0,98108.0,GREATER DUWAMISH,47.55045,-122.32749,98.0,4.030694535145645,14.009324778706302
56193,56193,2.0,1.0,1958,Retail Store,56193.0,98108.0,GREATER DUWAMISH,47.54912,-122.32184,67.0,3.8691155044168695,14.730978451399714
35448,35448,3.0,1.0,1922,K-12 School,35448.0,98107.0,BALLARD,47.6712,-122.37568,97.0,4.116432158686106,14.137545867566493
29214,29214,1.0,1.0,1966,Supermarket / Grocery Store,29214.0,98107.0,BALLARD,47.66986,-122.37418,8.0,5.344866927201017,16.049414159558985
39840,39840,1.0,1.0,1980,Warehouse,39840.0,98107.0,BALLARD,47.66411,-122.37185,2.0,1.8309801823813363,13.530631220844517
21528,21528,2.0,1.0,1924,Other,21528.0,98107.0,BALLARD,47.66894,-122.38242,67.0,2.0294631718735947,12.634316646152696
30087,30087,2.0,1.0,1942,Other,30554.0,98107.0,BALLARD,47.67482,-122.37316,67.0,3.6315151367243654,15.478421557311044
40445,40445,1.0,1.0,1975,Worship Facility,40445.0,98107.0,BALLARD,47.66327,-122.37439,92.0,3.4091655513113324,13.575036048823213
23500,23500,1.0,1.0,1996,Retail Store,23500.0,98107.0,BALLARD,47.66318,-122.37283,53.0,2.659559991941776,13.944755213144713
22420,22420,1.0,1.0,1967,Retail Store,23067.0,98134.0,Ballard,47.67518,-122.36549,82.0,3.4901235908565567,14.15501729297753
25842,25842,1.0,1.0,1961,Supermarket / Grocery Store,25987.0,98119.0,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,35.0,5.474537011150523,15.957728991899275
56884,56884,1.0,1.0,1960,Warehouse,56884.0,98199.0,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,71.0,3.6503984672956546,14.143623758557998
32810,32810,1.0,1.0,1989,Retail Store,32810.0,98117.0,BALLARD,47.6917,-122.37617,66.0,3.85946575468947,14.517601994146451
30989,30989,3.0,1.0,1980,Self-Storage Facility,30989.0,98119.0,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,67.0,0.5187937934151675,11.489568793622837
20022,20022,2.0,1.0,1961,Small- and Mid-Sized Office,20784.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,80.0,1.7191887763932197,13.396027879925866
22365,22365,4.0,1.0,1979,Small- and Mid-Sized Office,21617.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,71.0,1.803358605071407,13.49721368173087
30172,30172,4.0,1.0,1994,Small- and Mid-Sized Office,30172.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,82.0,1.9878743481543455,13.714651976708874
23500,23500,2.0,1.0,1968,Small- and Mid-Sized Office,23500.0,98107.0,BALLARD,47.66497,-122.38047,26.0,3.5700959181239695,14.338110195197613
22282,22282,1.0,1.0,1966,Small- and Mid-Sized Office,22282.0,98107.0,BALLARD,47.66431,-122.37988,93.0,2.871868286331605,13.270592523792992
24000,24000,2.0,1.0,1902,Self-Storage Facility,24000.0,98107.0,BALLARD,47.66351,-122.37961,67.0,2.91180703861623,13.128146000763959
37500,37500,2.0,1.0,1931,Small- and Mid-Sized Office,37500.0,98125.0,NORTH,47.719,-122.29966,58.0,3.8124236402053913,14.620094680254995
23983,23983,3.0,1.0,1930,K-12 School,23983.0,98125.0,NORTHWEST,47.73143,-122.32784,61.0,3.534562093729579,13.967687076130375
31343,31343,2.0,3.0,2004,K-12 School,51515.0,98105.0,NORTHEAST,47.66665,-122.31818,5.0,4.864915639746849,15.16267478682831
40571,29722,4.0,1.0,1983,Small- and Mid-Sized Office,24008.0,98199.0,MAGNOLIA / QUEEN ANNE,47.65708,-122.38383,64.0,2.299580583973747,14.067683353853386
33087,33087,1.0,1.0,1932,Other,53776.0,98112.0,EAST,47.6303,-122.3142,67.0,4.811371016571989,15.082136771783302
27574,27574,2.0,1.0,1982,Small- and Mid-Sized Office,27574.0,98133.0,NORTHWEST,47.70793,-122.33316,73.0,2.244955980157409,14.007246204500092
76105,48798,3.0,1.0,1987,Small- and Mid-Sized Office,76105.0,98133.0,NORTHWEST,47.70842,-122.3332,91.0,2.9036169846461855,14.720680178889637
28841,28841,3.0,1.0,1988,Medical Office,28841.0,98125.0,NORTH,47.70676,-122.32264,55.0,3.5386377907833935,14.193399412282336
30498,30498,1.0,2.0,2005,Other,30498.0,98125.0,NORTH,47.70541,-122.32232,67.0,4.396792086874355,14.705894180044803
42975,42975,2.0,1.0,1924,K-12 School,21405.0,98106.0,DELRIDGE,47.51698,-122.35946,92.0,3.7832801295354206,13.774014377898675
27144,27144,2.0,1.0,1920,Other,27144.0,98109.0,MAGNOLIA / QUEEN ANNE,47.63132,-122.34136,67.0,3.5139306516493947,13.827464141362581
23166,23166,1.0,5.0,1970,Other,23166.0,98133.0,NORTHWEST,47.70969,-122.34557,67.0,5.2235938203521,15.061336736755269
21603,21603,1.0,1.0,1965,Supermarket / Grocery Store,21603.0,98144.0,GREATER DUWAMISH,47.57894,-122.31287,16.0,4.874357275803628,15.579179318440646
42900,42900,1.0,1.0,1979,Distribution Center,43050.0,98108.0,DELRIDGE,47.53158,-122.33568,53.0,1.3962446919730587,12.985978775389226
25840,25840,2.0,1.0,1956,Warehouse,25840.0,98144.0,DOWNTOWN,47.59783,-122.31554,92.0,1.1600209167967532,12.655647437938955
45145,45145,1.0,1.0,1988,Small- and Mid-Sized Office,43813.0,98144.0,DOWNTOWN,47.59721,-122.31838,67.0,3.7984062786411785,14.053314124217232
44086,44086,1.0,1.0,1904,Residence Hall,44091.0,98104.0,EAST,47.6073,-122.32585,29.0,5.220355825078324,15.110979847378418
21282,21282,3.0,1.0,1956,Small- and Mid-Sized Office,19658.0,98122.0,EAST,47.60819,-122.32282,69.0,4.146778872070522,14.035388583247363
41022,41022,2.0,1.0,1921,Other,41022.0,98118.0,SOUTHEAST,47.54563,-122.27616,67.0,3.3109079103146946,15.147256133963962
28109,28109,2.0,1.0,1966,Other,28109.0,98106.0,DELRIDGE,47.57058,-122.35626,67.0,3.6735119769828146,15.09991829303422
21936,21936,1.0,1.0,1977,Warehouse,21936.0,98165.0,NORTH,47.72051,-122.30103,100.0,1.3056264580524357,11.63630171826976
30160,30160,1.0,1.0,1969,Other,30139.0,98125.0,NORTH,47.72083,-122.29979,67.0,3.8124236402053913,13.860330470151025
25151,25151,3.0,1.0,1959,Small- and Mid-Sized Office,24155.0,98122.0,EAST,47.60789,-122.32249,85.0,4.143928062410929,14.120695372355213
35770,35770,6.0,1.0,1928,Hotel,35770.0,98104.0,EAST,47.60958,-122.32646,56.0,4.730392150741473,14.786661091670576
48006,48006,9.0,1.0,1928,Hotel,48006.0,98101.0,EAST,47.60981,-122.32687,85.0,4.6280074198908485,14.99100826762543
21315,21315,2.0,1.0,1973,Small- and Mid-Sized Office,20424.0,98134.0,GREATER DUWAMISH,47.5956,-122.32292,34.0,4.715458539882214,14.843852731245175
34030,34030,3.0,1.0,1979,Small- and Mid-Sized Office,34030.0,98121.0,DOWNTOWN,47.61833,-122.35871,50.0,3.1467351470905185,14.374343682555773
41308,41308,1.0,1.0,1952,Distribution Center,41308.0,98134.0,GREATER DUWAMISH,47.5746,-122.32637,7.0,3.678071255397333,14.311713286430573
34976,34976,3.0,1.0,1912,Other,34976.0,98119.0,MAGNOLIA / QUEEN ANNE,47.62591,-122.35843,67.0,2.8154087194227095,13.680506223951136
50333,32297,4.0,1.0,1959,Small- and Mid-Sized Office,50333.0,98102.0,LAKE UNION,47.64168,-122.32562,88.0,2.498973906999436,14.286816697949485
23706,23706,1.0,1.0,1963,Worship Facility,23706.0,98106.0,DELRIDGE,47.51989,-122.35489,78.0,2.647592232065096,12.901147732234213
49066,49066,1.0,1.0,1917,Other,49000.0,98136.0,SOUTHWEST,47.5219,-122.38787,67.0,5.192178770486369,15.159732924889736
67450,67450,1.0,1.0,1959,Supermarket / Grocery Store,42760.0,98118.0,SOUTHEAST,47.52262,-122.26922,97.0,4.040592106222854,14.860307251109102
46970,46970,1.0,1.0,1948,Warehouse,46970.0,98119.0,MAGNOLIA / QUEEN ANNE,47.65649,-122.37507,67.0,1.9685099809725544,13.69096439130791
43016,37616,2.0,1.0,1979,Small- and Mid-Sized Office,43016.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63063,-122.37428,100.0,4.120174738923119,14.02584968136238
20671,20671,2.0,1.0,1940,Small- and Mid-Sized Office,20671.0,98119.0,MAGNOLIA / QUEEN ANNE,47.63128,-122.37387,98.0,3.248822901236153,13.366889679510807
21600,21600,1.0,1.0,1927,Warehouse,21600.0,98134.0,GREATER DUWAMISH,47.58065,-122.33356,57.0,2.731766727719526,13.122022506914584
35844,35844,1.0,1.0,1977,Worship Facility,35844.0,98146.0,SOUTHWEST,47.50959,-122.37417,14.0,1.951608170169951,13.671787261024349
26094,26094,1.0,1.0,1953,Warehouse,26094.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,19.0,1.7833912195575383,13.473008717260868
23687,23687,2.0,1.0,1983,Small- and Mid-Sized Office,23687.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,68.0,2.1471001901536506,13.89668009206884
24221,24221,2.0,1.0,1983,Small- and Mid-Sized Office,24221.0,98134.0,GREATER DUWAMISH,47.56121,-122.33872,20.0,2.3988039507345884,14.177068187170553
21592,21592,2.0,1.0,1922,K-12 School,20700.0,98144.0,CENTRAL,47.59692,-122.30601,47.0,4.0116873285410914,14.174432475565835
23923,23923,2.0,1.0,1931,K-12 School,23923.0,98115.0,NORTH,47.69061,-122.31992,69.0,3.0209125720842893,13.599397857192587
28296,28296,2.0,1.0,1963,Small- and Mid-Sized Office,26899.0,98144.0,CENTRAL,47.59693,-122.31124,80.0,2.3282528397426234,14.099532628272067
160000,160000,1.0,1.0,1968,Distribution Center,160000.0,98134.0,GREATER DUWAMISH,47.55945,-122.33601,94.0,2.2049722641270453,13.962185506874498
53550,53550,1.0,1.0,1960,Warehouse,53550.0,98134.0,GREATER DUWAMISH,47.55601,-122.33627,11.0,5.168322569931849,15.33944450215164
25881,25881,1.0,1.0,1930,Self-Storage Facility,25881.0,98134.0,GREATER DUWAMISH,47.55662,-122.33728,67.0,1.5686159179138452,13.209324940653275
24291,24291,1.0,1.0,1953,Small- and Mid-Sized Office,24023.0,98108.0,GREATER DUWAMISH,47.55498,-122.32497,98.0,3.0257763949023677,13.393036679853461
36544,36544,1.0,1.0,1966,Warehouse,36544.0,98108.0,GREATER DUWAMISH,47.55458,-122.32639,5.0,2.2874714551839976,14.054408356854273
20796,20796,1.0,1.0,1949,Warehouse,20796.0,98134.0,GREATER DUWAMISH,47.58387,-122.32092,67.0,3.9531649487593215,14.096238349108342
38630,38630,1.0,1.0,1936,Warehouse,38500.0,98134.0,GREATER DUWAMISH,47.58082,-122.32031,33.0,1.3635373739972745,12.940569506479694
41550,41550,1.0,1.0,1951,Refrigerated Warehouse,41550.0,98134.0,GREATER DUWAMISH,47.58252,-122.32193,94.0,1.7011051009599243,13.373349599053553
54170,54170,2.0,1.0,1994,Other,54170.0,98108.0,GREATER DUWAMISH,47.52305,-122.31899,67.0,5.1893392039782915,15.574193221527034
42252,42252,2.0,1.0,1912,K-12 School,42252.0,98118.0,SOUTHEAST,47.55095,-122.27978,49.0,4.638121286127777,14.605675323518732
23100,23100,1.0,1.0,1955,Self-Storage Facility,23250.0,98118.0,GREATER DUWAMISH,47.54514,-122.28596,67.0,2.6993457604720636,13.668985396495351
48179,41047,6.0,1.0,2006,Self-Storage Facility,48179.0,98115.0,NORTHEAST,47.69316,-122.30487,67.0,2.5817308344235403,13.588824881349657
52325,52325,1.0,1.0,1937,Warehouse,52325.0,98134.0,GREATER DUWAMISH,47.59294,-122.32555,67.0,2.946016681308058,13.603516108170671
25880,25880,1.0,1.0,1944,Retail Store,25880.0,98134.0,GREATER DUWAMISH,47.58698,-122.32397,100.0,0.76080582903376,12.001266187357068
31365,31365,1.0,1.0,1972,Other,31365.0,98134.0,GREATER DUWAMISH,47.57936,-122.32322,67.0,1.8066480817218056,13.3893212098804
32100,32100,1.0,1.0,1910,Other,32100.0,98134.0,GREATER DUWAMISH,47.57959,-122.32557,67.0,3.2872818575322613,13.538451692244134
22972,22972,1.0,1.0,1945,Warehouse,22972.0,98134.0,GREATER DUWAMISH,47.57833,-122.32563,12.0,1.4929040961781488,13.113286305149858
20819,20819,1.0,1.0,1974,Other,20819.0,98108.0,GREATER DUWAMISH,47.56671,-122.32446,67.0,3.9564225927248304,14.343152811251414
25520,25520,1.0,1.0,1957,Refrigerated Warehouse,25200.0,98108.0,GREATER DUWAMISH,47.5668,-122.32149,100.0,4.0943445622221,14.29223886951543
25460,25460,1.0,1.0,1952,Other,8223.0,98134.0,GREATER DUWAMISH,47.58754,-122.3224,67.0,1.9198594718553708,13.634843082423355
24291,24291,2.0,1.0,1974,Small- and Mid-Sized Office,24291.0,98115.0,NORTH,47.70008,-122.30321,87.0,2.004179057179289,13.732597996613897
20738,20738,2.0,1.0,1958,Retail Store,20738.0,98115.0,NORTH,47.70053,-122.3038,44.0,1.541159071680806,13.174488569419076
28385,21329,2.0,1.0,1986,Medical Office,20575.0,98144.0,NORTH,47.7044,-122.32285,1.0,2.970414465569701,14.791697929092788
27933,27933,1.0,1.0,1960,Other,27933.0,98134.0,GREATER DUWAMISH,47.57217,-122.32421,67.0,3.778034365424829,15.628669581336197
39600,39600,1.0,1.0,1952,Warehouse,39600.0,98134.0,GREATER DUWAMISH,47.57294,-122.32811,85.0,1.3402504226184837,12.911769267169657
39600,39600,1.0,1.0,1952,Warehouse,39600.0,98134.0,GREATER DUWAMISH,47.57199,-122.32811,91.0,2.327277705584417,13.057073440798186
41248,41248,1.0,1.0,1937,Distribution Center,41430.0,98134.0,GREATER DUWAMISH,47.57747,-122.32844,37.0,2.8622008809294686,13.918348582314302
31332,31332,1.0,1.0,1920,Other,31332.0,98116.0,SOUTHWEST,47.56398,-122.38727,67.0,3.2546289945740186,15.089008282214287
35864,35864,2.0,1.0,1948,Worship Facility,35864.0,98116.0,SOUTHWEST,47.57177,-122.38716,75.0,3.7986303180730556,14.020990624384895
20484,20484,1.0,1.0,1954,Worship Facility,20484.0,98108.0,GREATER DUWAMISH,47.55464,-122.31576,69.0,3.6732580732109796,13.620271072852322
45264,27642,4.0,1.0,1984,Medical Office,21743.0,98105.0,NORTHEAST,47.66169,-122.28558,4.0,2.6311691567662523,14.430335185951895
36932,22356,4.0,2.0,1987,Medical Office,27642.0,98105.0,NORTHEAST,47.66159,-122.28606,67.0,3.029650491757452,14.853699491018881
